seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
2층 B블록3열 5,76,155,22263.157894736843,814.1730263157895,1053.2783265807973,0.49032258064516127,2층,B블록,3,5,727,2493,717,2층 D블록3열 7,17,41,2019
2층 B블록3열 6,66,143,22757.575757575756,819.5280303030303,1031.3904385005578,0.46153846153846156,2층,B블록,3,6,674,2498,717,2층 D블록3열 6,17,42,2036
2층 B블록3열 7,76,152,25684.21052631579,746.3660087719298,1028.8378700452279,0.5,2층,B블록,3,7,621,2502,717,2층 D블록3열 5,18,42,2052
2층 B블록3열 8,77,151,31480.51948051948,671.7324675324676,993.3094680076842,0.5099337748344371,2층,B블록,3,8,568,2506,717,2층 D블록3열 4,18,42,2067
2층 B블록3열 9,75,147,28853.333333333332,760.6279999999999,971.5644516053549,0.5102040816326531,2층,B블록,3,9,515,2509,717,2층 D블록3열 3,18,43,2080
2층 B블록4열 1,66,148,34212.121212121216,804.5669191919192,1089.2267330043892,0.44594594594594594,2층,B블록,4,1,984,2569,760,2층 D블록4열 11,16,38,1925
2층 B블록4열 10,82,148,31975.60975609756,778.680081300813,917.1078684967333,0.5540540540540541,2층,B블록,4,10,470,2612,760,2층 D블록4열 2,17,41,2080
2층 B블록4열 11,73,149,30493.15068493151,755.9422374429224,1005.3579113381752,0.4899328859060403,2층,B블록,4,11,412,2615,760,2층 D블록4열 1,17,41,2091
2층 B블록4열 2,82,157,32292.682926829268,879.2908536585367,1010.0252226841461,0.5222929936305732,2층,B블록,4,2,927,2575,760,2층 D블록4열 10,17,38,1946
2층 B블록4열 3,70,145,28042.85714285714,791.5307142857143,1010.5523539758367,0.4827586206896552,2층,B블록,4,3,870,2580,760,2층 D블록4열 9,17,39,1967
2층 B블록4열 4,68,154,18955.882352941175,782.3142156862746,1136.5799157631589,0.44155844155844154,2층,B블록,4,4,813,2585,760,2층 D블록4열 8,17,39,1986
2층 B블록4열 5,70,146,20085.714285714286,830.2488095238095,1023.091263445891,0.4794520547945205,2층,B블록,4,5,755,2591,760,2층 D블록4열 7,17,39,2005
2층 B블록4열 6,85,154,24717.647058823528,765.2823529411764,931.4206374846922,0.551948051948052,2층,B블록,4,6,698,2596,760,2층 D블록4열 6,17,40,2023
2층 B블록4열 7,79,142,36443.037974683546,829.8071729957805,866.6116384478661,0.5563380281690141,2층,B블록,4,7,641,2601,760,2층 D블록4열 5,17,40,2039
2층 B블록4열 8,84,153,27083.333333333332,913.1380952380953,941.3925173390313,0.5490196078431373,2층,B블록,4,8,584,2605,760,2층 D블록4열 4,17,41,2054
2층 B블록4열 9,79,148,32215.189873417723,832.1738396624473,937.1131867863355,0.5337837837837838,2층,B블록,4,9,527,2608,760,2층 D블록4열 3,17,41,2068
2층 B블록5열 1,77,148,29688.31168831169,793.7478354978355,952.620969602727,0.5202702702702703,2층,B블록,5,1,1031,2665,802,2층 D블록5열 12,16,36,1912
2층 B블록5열 10,74,149,25837.837837837837,794.0128378378378,999.5867074574821,0.4966442953020134,2층,B블록,5,10,528,2709,802,2층 D블록5열 3,17,39,2059
2층 B블록5열 11,79,154,34734.17721518988,790.3888185654008,995.7096195471296,0.512987012987013,2층,B블록,5,11,472,2712,802,2층 D블록5열 2,17,40,2070
2층 B블록5열 12,82,158,36512.19512195122,814.3638211382113,1010.8606181659865,0.5189873417721519,2층,B블록,5,12,416,2715,802,2층 D블록5열 1,17,40,2080
2층 B블록5열 2,82,159,24182.926829268294,825.7083333333333,1030.4743214543648,0.5157232704402516,2층,B블록,5,2,975,2671,802,2층 D블록5열 11,16,36,1932
2층 B블록5열 3,72,148,21125.0,905.8145833333333,1021.011322921107,0.4864864864864865,2층,B블록,5,3,919,2676,802,2층 D블록5열 10,16,37,1951
2층 B블록5열 4,75,153,20466.666666666668,802.7335555555555,1039.178362511854,0.49019607843137253,2층,B블록,5,4,863,2681,802,2층 D블록5열 9,16,37,1969
2층 B블록5열 5,74,146,21297.297297297297,806.1033783783784,967.1337774309424,0.5068493150684932,2층,B블록,5,5,808,2686,802,2층 D블록5열 8,16,38,1986
2층 B블록5열 6,78,156,23858.97435897436,829.2008547008546,1043.8009140049642,0.5,2층,B블록,5,6,752,2692,802,2층 D블록5열 7,16,38,2003
2층 B블록5열 7,69,146,21014.492753623188,804.6864734299517,1031.568293207161,0.4726027397260274,2층,B블록,5,7,696,2697,802,2층 D블록5열 6,16,38,2018
2층 B블록5열 8,79,157,19468.354430379746,840.3297468354431,1050.958112695265,0.5031847133757962,2층,B블록,5,8,640,2701,802,2층 D블록5열 5,17,39,2033
2층 B블록5열 9,70,148,28000.0,823.5561904761905,1038.2398423228403,0.47297297297297297,2층,B블록,5,9,584,2705,802,2층 D블록5열 4,17,39,2046
2층 B블록6열 1,65,144,29030.76923076923,804.9164102564102,1055.7104553231165,0.4513888888888889,2층,B블록,6,1,1083,2761,845,2층 D블록6열 13,15,34,1899
2층 B블록6열 10,81,150,23098.765432098764,857.0989711934155,945.1678822311344,0.54,2층,B블록,6,10,586,2805,845,2층 D블록6열 4,16,38,2039
2층 B블록6열 11,81,147,27308.64197530864,819.2973251028806,927.5013832087044,0.5510204081632653,2층,B블록,6,11,531,2809,845,2층 D블록6열 3,16,38,2051
2층 B블록6열 12,91,157,32263.736263736264,799.8586080586081,907.3663591823247,0.5796178343949044,2층,B블록,6,12,476,2812,845,2층 D블록6열 2,16,38,2061
2층 B블록6열 13,74,143,30216.216216216217,787.6761261261261,934.4345245096289,0.5174825174825175,2층,B블록,6,13,420,2815,845,2층 D블록6열 1,16,38,2070
2층 B블록6열 2,80,156,24350.0,877.5289583333333,1026.7284939265585,0.5128205128205128,2층,B블록,6,2,1028,2766,845,2층 D블록6열 12,15,35,1917
2층 B블록6열 3,72,145,23152.777777777777,829.6189814814815,991.0900739118756,0.496551724137931,2층,B블록,6,3,973,2771,845,2층 D블록6열 11,16,35,1935
2층 B블록6열 4,77,151,24285.714285714286,884.2766233766234,998.0858100824914,0.5099337748344371,2층,B블록,6,4,918,2776,845,2층 D블록6열 10,16,36,1953
2층 B블록6열 5,74,147,29216.216216216217,829.0222972972973,986.5973061999248,0.5034013605442177,2층,B블록,6,5,862,2782,845,2층 D블록6열 9,16,36,1969
2층 B블록6열 6,86,155,28313.95348837209,838.4046511627907,941.1772419111048,0.5548387096774193,2층,B블록,6,6,807,2787,845,2층 D블록6열 8,16,36,1985
2층 B블록6열 7,77,144,29506.493506493505,770.3290043290043,920.3441762063879,0.5347222222222222,2층,B블록,6,7,752,2792,845,2층 D블록6열 7,16,37,2000
2층 B블록6열 8,80,158,17837.5,839.6902083333332,1047.42058816604,0.5063291139240507,2층,B블록,6,8,697,2797,845,2층 D블록6열 6,16,37,2014
2층 B블록6열 9,64,147,17359.375,865.5841145833333,1108.2451247038823,0.43537414965986393,2층,B블록,6,9,642,2802,845,2층 D블록6열 5,16,37,2027
2층 B블록7열 1,83,150,31289.156626506025,806.8686746987951,926.6151869165419,0.5533333333333333,2층,B블록,7,1,1130,2857,888,2층 D블록7열 14,15,33,1890
2층 B블록7열 10,77,148,26142.85714285714,727.9696969696969,971.9197235529634,0.5202702702702703,2층,B블록,7,10,642,2902,888,2층 D블록7열 5,16,36,2022
2층 B블록7열 11,80,150,26812.5,790.9172916666666,961.9974832882306,0.5333333333333333,2층,B블록,7,11,587,2905,888,2층 D블록7열 4,16,36,2033
2층 B블록7열 12,81,150,22641.975308641977,734.4032921810699,945.9477416561407,0.54,2층,B블록,7,12,533,2909,888,2층 D블록7열 3,16,37,2043
2층 B블록7열 13,77,144,33116.88311688312,797.7956709956709,926.7579828848523,0.5347222222222222,2층,B블록,7,13,478,2912,888,2층 D블록7열 2,16,37,2053
2층 B블록7열 14,87,159,32160.919540229886,732.4471264367817,980.098631066915,0.5471698113207547,2층,B블록,7,14,424,2915,888,2층 D블록7열 1,16,37,2061
2층 B블록7열 2,86,157,21953.488372093023,871.5961240310077,978.5024180562667,0.5477707006369427,2층,B블록,7,2,1076,2862,888,2층 D블록7열 13,15,34,1907
2층 B블록7열 3,70,145,19685.714285714286,1022.1533333333334,1018.8920284874076,0.4827586206896552,2층,B블록,7,3,1021,2867,888,2층 D블록7열 12,15,34,1924
2층 B블록7열 4,81,154,22271.604938271605,885.0971193415638,996.3023819369796,0.525974025974026,2층,B블록,7,4,967,2872,888,2층 D블록7열 11,15,34,1940
2층 B블록7열 5,76,146,20578.947368421053,921.1945175438595,955.68078324538,0.5205479452054794,2층,B블록,7,5,913,2877,888,2층 D블록7열 10,15,35,1955
2층 B블록7열 6,81,154,24209.876543209877,905.0927983539094,992.9239972606983,0.525974025974026,2층,B블록,7,6,859,2882,888,2층 D블록7열 9,15,35,1970
2층 B블록7열 7,71,143,24309.859154929578,917.299061032864,989.457644693656,0.4965034965034965,2층,B블록,7,7,804,2888,888,2층 D블록7열 8,15,35,1985
2층 B블록7열 8,84,160,24250.0,817.8553571428572,1033.8931821899878,0.525,2층,B블록,7,8,750,2893,888,2층 D블록7열 7,16,36,1998
2층 B블록7열 9,80,146,25737.5,876.4616666666667,913.0589569388156,0.547945205479452,2층,B블록,7,9,696,2898,888,2층 D블록7열 6,16,36,2011
2층 B블록8열 1,75,154,25120.0,783.1986666666667,1045.8280871216605,0.487012987012987,2층,B블록,8,1,1178,2953,923,2층 D블록8열 4,14,32,1882
2층 B블록8열 2,73,149,25205.479452054795,753.6422374429224,1011.5529154747082,0.4899328859060403,2층,B블록,8,2,1125,2958,923,2층 D블록8열 3,15,32,1898
2층 B블록8열 3,85,155,27600.0,907.5554901960784,949.2570319988516,0.5483870967741935,2층,B블록,8,3,1071,2963,923,2층 D블록8열 2,15,33,1914
2층 B블록8열 4,80,149,25887.5,763.7522916666667,933.8232083299555,0.5369127516778524,2층,B블록,8,4,1018,2968,923,2층 D블록8열 1,15,33,1929
2층 C블록1열 1,86,158,35302.32558139535,745.4678294573642,949.7185858765309,0.5443037974683544,2층,C블록,1,1,250,2320,633,2층 C블록1열 11,19,48,2165
2층 C블록1열 10,84,147,34952.380952380954,771.2728174603175,878.7686193733464,0.5714285714285714,2층,C블록,1,10,-200,2322,633,2층 C블록1열 2,19,48,2172
2층 C블록1열 11,100,160,45790.0,642.352,828.6505097983992,0.625,2층,C블록,1,11,-250,2320,633,2층 C블록1열 1,19,48,2165
2층 C블록1열 2,78,150,35705.1282051282,756.5916666666667,949.6035406275311,0.52,2층,C블록,1,2,200,2322,633,2층 C블록1열 10,19,48,2172
2층 C블록1열 3,78,149,29256.410256410258,732.2055555555555,937.6533343651598,0.5234899328859061,2층,C블록,1,3,150,2322,633,2층 C블록1열 9,19,48,2177
2층 C블록1열 4,80,149,33637.5,740.0241666666667,921.3132907756093,0.5369127516778524,2층,C블록,1,4,100,2323,633,2층 C블록1열 8,19,48,2181
2층 C블록1열 5,79,153,32316.45569620253,760.4970464135021,969.8987998320297,0.5163398692810458,2층,C블록,1,5,50,2324,633,2층 C블록1열 7,19,48,2183
2층 C블록1열 6,67,142,32089.55223880597,726.1567164179105,1000.665099392977,0.47183098591549294,2층,C블록,1,6,0,2325,633,2층 C블록1열 6,19,48,2184
2층 C블록1열 7,83,157,33915.66265060241,773.3708835341365,981.9135663997016,0.5286624203821656,2층,C블록,1,7,-50,2324,633,2층 C블록1열 5,19,48,2183
2층 C블록1열 8,78,149,32730.76923076923,801.9228632478632,952.4697843077979,0.5234899328859061,2층,C블록,1,8,-100,2323,633,2층 C블록1열 4,19,48,2181
2층 C블록1열 9,77,143,29454.545454545456,818.545238095238,913.7247946825803,0.5384615384615384,2층,C블록,1,9,-150,2322,633,2층 C블록1열 3,19,48,2177
2층 C블록2열 1,90,152,37277.77777777778,690.5572222222222,826.8727146709651,0.5921052631578947,2층,C블록,2,1,251,2420,675,2층 C블록2열 11,19,46,2146
2층 C블록2열 10,74,152,24770.27027027027,771.5972972972972,1037.1767252301881,0.4868421052631579,2층,C블록,2,10,-200,2422,675,2층 C블록2열 2,19,46,2152
2층 C블록2열 11,82,155,36951.21951219512,728.4723577235771,973.5603566203871,0.5290322580645161,2층,C블록,2,11,-251,2420,675,2층 C블록2열 1,19,46,2146
2층 C블록2열 2,92,158,32815.217391304344,748.3583333333332,881.602809902803,0.5822784810126582,2층,C블록,2,2,200,2422,675,2층 C블록2열 10,19,46,2152
2층 C블록2열 3,74,140,29500.0,762.9207207207207,894.2847851442655,0.5285714285714286,2층,C블록,2,3,150,2422,675,2층 C블록2열 9,19,46,2157
2층 C블록2열 4,81,155,26012.345679012345,712.8971193415638,983.9774709614227,0.5225806451612903,2층,C블록,2,4,99,2423,675,2층 C블록2열 8,19,46,2161
2층 C블록2열 5,73,149,25178.08219178082,684.325799086758,1002.3581541788369,0.4899328859060403,2층,C블록,2,5,49,2424,675,2층 C블록2열 7,19,46,2163
2층 C블록2열 6,72,150,23125.0,692.7622685185185,1020.3846441359891,0.48,2층,C블록,2,6,0,2425,675,2층 C블록2열 6,19,46,2163
2층 C블록2열 7,72,147,26888.88888888889,730.1064814814814,995.2307733409283,0.4897959183673469,2층,C블록,2,7,-49,2424,675,2층 C블록2열 5,19,46,2163
2층 C블록2열 8,90,158,35111.11111111111,731.3655555555555,916.4728899143529,0.569620253164557,2층,C블록,2,8,-99,2423,675,2층 C블록2열 4,19,46,2161
2층 C블록2열 9,69,141,26608.695652173912,771.063768115942,965.9237827653805,0.48936170212765956,2층,C블록,2,9,-150,2422,675,2층 C블록2열 3,19,46,2157
2층 C블록3열 1,85,156,44800.0,679.2694117647059,952.8117146467717,0.5448717948717948,2층,C블록,3,1,255,2520,717,2층 C블록3열 11,18,44,2129
2층 C블록3열 10,76,147,39539.47368421053,710.4640350877194,964.3748372053229,0.5170068027210885,2층,C블록,3,10,-204,2522,717,2층 C블록3열 2,18,44,2135
2층 C블록3열 11,89,160,50089.88764044944,642.4086142322097,954.9591479854084,0.55625,2층,C블록,3,11,-255,2520,717,2층 C블록3열 1,18,44,2129
2층 C블록3열 2,84,151,46547.619047619046,744.3922619047619,910.3691241159828,0.5562913907284768,2층,C블록,3,2,204,2522,717,2층 C블록3열 10,18,44,2135
2층 C블록3열 3,72,138,31305.555555555555,689.3965277777778,916.8147656800057,0.5217391304347826,2층,C블록,3,3,153,2522,717,2층 C블록3열 9,18,44,2140
2층 C블록3열 4,79,146,40063.29113924051,712.590717299578,912.8142676148356,0.541095890410959,2층,C블록,3,4,102,2523,717,2층 C블록3열 8,18,44,2143
2층 C블록3열 5,93,152,40268.81720430108,824.8105734767025,811.8068023334351,0.6118421052631579,2층,C블록,3,5,51,2524,717,2층 C블록3열 7,18,44,2145
2층 C블록3열 6,75,139,36960.0,736.6962222222222,873.9744553279753,0.539568345323741,2층,C블록,3,6,0,2525,717,2층 C블록3열 6,18,44,2145
2층 C블록3열 7,76,157,34921.05263157895,713.5309210526316,1075.1161769729986,0.4840764331210191,2층,C블록,3,7,-51,2524,717,2층 C블록3열 5,18,44,2145
2층 C블록3열 8,72,151,28680.555555555555,698.525,1052.9599578497935,0.4768211920529801,2층,C블록,3,8,-102,2523,717,2층 C블록3열 4,18,44,2143
2층 C블록3열 9,67,144,32716.417910447763,720.0870646766168,1029.79576458254,0.4652777777777778,2층,C블록,3,9,-153,2522,717,2층 C블록3열 3,18,44,2140
2층 C블록4열 1,79,144,38227.84810126582,720.2738396624472,882.9514847100567,0.5486111111111112,2층,C블록,4,1,262,2620,760,2층 C블록4열 12,17,42,2114
2층 C블록4열 10,79,149,29531.645569620254,703.05,950.008452627792,0.5302013422818792,2층,C블록,4,10,-167,2622,760,2층 C블록4열 3,17,42,2123
2층 C블록4열 11,77,148,36259.74025974026,691.8857142857142,955.5116923729319,0.5202702702702703,2층,C블록,4,11,-215,2621,760,2층 C블록4열 2,17,42,2119
2층 C블록4열 12,80,155,42825.0,613.801875,995.2743096270665,0.5161290322580645,2층,C블록,4,12,-262,2620,760,2층 C블록4열 1,17,42,2114
2층 C블록4열 2,92,156,35141.30434782609,697.7652173913044,869.3837905232244,0.5897435897435898,2층,C블록,4,2,215,2621,760,2층 C블록4열 11,17,42,2119
2층 C블록4열 3,71,140,32985.91549295775,729.5894366197183,940.5134751077223,0.5071428571428571,2층,C블록,4,3,167,2622,760,2층 C블록4열 10,17,42,2123
2층 C블록4열 4,84,149,35750.0,760.8660714285714,895.597560770083,0.5637583892617449,2층,C블록,4,4,119,2623,760,2층 C블록4열 9,17,42,2126
2층 C블록4열 5,83,144,33614.4578313253,646.2100401606426,841.4718462483555,0.5763888888888888,2층,C블록,4,5,72,2624,760,2층 C블록4열 8,17,42,2128
2층 C블록4열 6,89,151,37101.12359550562,631.6046816479401,849.7453909381178,0.5894039735099338,2층,C블록,4,6,24,2624,760,2층 C블록4열 7,17,42,2129
2층 C블록4열 7,79,141,32012.6582278481,711.9021097046414,844.1205895397204,0.5602836879432624,2층,C블록,4,7,-24,2624,760,2층 C블록4열 6,17,42,2129
2층 C블록4열 8,92,156,35380.434782608696,740.5271739130435,871.2783787204947,0.5897435897435898,2층,C블록,4,8,-72,2624,760,2층 C블록4열 5,17,42,2128
2층 C블록4열 9,72,142,31416.666666666668,698.8726851851852,951.4176120881617,0.5070422535211268,2층,C블록,4,9,-119,2623,760,2층 C블록4열 4,17,42,2126
2층 C블록5열 1,92,157,37054.34782608696,877.0079710144928,892.3935729081531,0.5859872611464968,2층,C블록,5,1,265,2720,802,2층 C블록5열 12,17,40,2101
2층 C블록5열 10,83,150,31228.9156626506,715.1550200803213,927.7147944379908,0.5533333333333333,2층,C블록,5,10,-169,2722,802,2층 C블록5열 3,17,41,2110
2층 C블록5열 11,86,159,27186.04651162791,714.2600775193798,979.4112242544522,0.5408805031446541,2층,C블록,5,11,-217,2721,802,2층 C블록5열 2,17,41,2106
2층 C블록5열 12,70,144,27257.14285714286,795.4471428571428,993.3666326723228,0.4861111111111111,2층,C블록,5,12,-265,2720,802,2층 C블록5열 1,17,40,2101
2층 C블록5열 2,87,150,34758.620689655174,810.1565134099617,884.9649162331318,0.58,2층,C블록,5,2,217,2721,802,2층 C블록5열 11,17,41,2106
2층 C블록5열 3,75,143,23800.0,803.5222222222222,920.9112178825378,0.5244755244755245,2층,C블록,5,3,169,2722,802,2층 C블록5열 10,17,41,2110
2층 C블록5열 4,81,152,29592.59259259259,830.6257201646091,974.7521358729985,0.5328947368421053,2층,C블록,5,4,121,2723,802,2층 C블록5열 9,17,41,2112
2층 C블록5열 5,86,154,30000.0,749.7023255813954,934.8456636658784,0.5584415584415584,2층,C블록,5,5,72,2724,802,2층 C블록5열 8,17,41,2114
2층 C블록5열 6,75,140,31466.666666666668,766.0548888888889,884.0652146669008,0.5357142857142857,2층,C블록,5,6,24,2724,802,2층 C블록5열 7,17,41,2115
2층 C블록5열 7,90,160,33588.88888888889,774.1138888888889,941.9796304970408,0.5625,2층,C블록,5,7,-24,2724,802,2층 C블록5열 6,17,41,2115
2층 C블록5열 8,90,152,35300.0,716.5355555555556,851.4009015963394,0.5921052631578947,2층,C블록,5,8,-72,2724,802,2층 C블록5열 5,17,41,2114
2층 C블록5열 9,68,141,22852.941176470587,761.1857843137254,983.5034698468513,0.48226950354609927,2층,C블록,5,9,-121,2723,802,2층 C블록5열 4,17,41,2112
2층 C블록6열 1,72,149,31486.11111111111,723.4868055555555,1029.9311256683368,0.48322147651006714,2층,C블록,6,1,269,2820,845,2층 C블록6열 12,16,39,2089
2층 C블록6열 10,76,149,31618.42105263158,653.0798245614035,996.4683534417251,0.5100671140939598,2층,C블록,6,10,-171,2822,845,2층 C블록6열 3,16,39,2097
2층 C블록6열 11,76,152,31513.157894736843,745.7206140350877,1019.3902558767654,0.5,2층,C블록,6,11,-220,2821,845,2층 C블록6열 2,16,39,2094
2층 C블록6열 12,77,155,31688.31168831169,723.7554112554112,1038.269449747541,0.4967741935483871,2층,C블록,6,12,-269,2820,845,2층 C블록6열 1,16,39,2089
2층 C블록6열 2,80,158,27375.0,698.8535416666666,1042.0067904864225,0.5063291139240507,2층,C블록,6,2,220,2821,845,2층 C블록6열 11,16,39,2094
2층 C블록6열 3,69,145,28260.869565217392,720.8028985507246,1013.9523955784921,0.47586206896551725,2층,C블록,6,3,171,2822,845,2층 C블록6열 10,16,39,2097
2층 C블록6열 4,69,150,21840.579710144928,699.9280193236715,1073.6669746283446,0.46,2층,C블록,6,4,122,2823,845,2층 C블록6열 9,16,39,2100
2층 C블록6열 5,77,147,32883.11688311688,641.3132034632035,946.6203079993018,0.5238095238095238,2층,C블록,6,5,73,2824,845,2층 C블록6열 8,16,39,2102
2층 C블록6열 6,84,151,37154.76190476191,665.0462301587302,925.5019888962966,0.5562913907284768,2층,C블록,6,6,24,2825,845,2층 C블록6열 7,16,39,2103
2층 C블록6열 7,72,145,29569.444444444445,780.0041666666666,985.1009859654075,0.496551724137931,2층,C블록,6,7,-24,2825,845,2층 C블록6열 6,16,39,2103
